name,package_name,description,icon_url,genre,rating,ratings
Bike Race Pro by T. F. Games,com.topfreegames.bikeraceproworld,"This version of Bike Race has:
- All levels unlocked!
- No Ads!

In this simple and fast-paced physics-based free game, tilt your device to lean your bike and touch the screen to accelerate/brake. 

Features: 
- Multiplayer
- Simple controls 
- 14 addictive worlds 
- 128 challenging tracks
- 16 amazing bikes 
- Touch to accelerate, tilt to lean the bike
- Cool stunts

Bike Race is brought to you by Top Free Games - the creators of the #1 game in the google play store, Racing Penguin.

Multiplayer Mode is available! Try to become the best biker on Android!",https://play-lh.googleusercontent.com/CaHq5fR-RHQwutR1wr78LywKMUbvFzf1uN7vHeZTrIbinUiq7MNhfsuUW2BfJy68,Racing,4.3083777,"100,000+"
Grand Theft Auto: San Andreas,com.rockstargames.gtasa,"Five years ago, Carl Johnson escaped from the pressures of life in Los Santos, San Andreas, a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers.

Now, it’s the early 90’s. Carl’s got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster.

On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.

Rockstar Games brings its biggest release to mobile yet with a vast open-world covering the state of San Andreas and its three major cities – Los Santos, San Fierro and Las Venturas – with enhanced visual fidelity and over 70 hours of gameplay.

Grand Theft Auto: San Andreas features:  
• Remastered, high-resolution graphics built specifically for mobile including lighting enhancements, an enriched color palette and improved character models. 
• Cloud save support for playing across all your mobile devices for Rockstar Social Club Members.
• Dual analog stick controls for full camera and movement control.
• Three different control schemes and customizable controls with contextual options to display buttons only when you need them.
• Compatible with the MoGa Wireless Game Controllers and select Bluetooth and USB gamepads.
• Integrated with Immersion tactile effects.  
• Tailor your visual experience with adjustable graphic settings. 

Languages Supported: English, French, Italian, German, Spanish, Russian and Japanese. 

For optimal performance, we recommend re-booting your device after downloading and closing other applications when playing Grand Theft Auto: San Andreas. 

For information about supported devices and compatibility, please see:
http://support.rockstargames.com/hc/en-us/sections/200251868-San-Andreas-Mobile-Support

Mobile Version developed by War Drum Studios
www.wardrumstudios.com

Find out more:
www.rockstargames.com

See videos:
www.youtube.com/rockstargames

Follow us:
www.facebook.com/rockstargames
www.twitter.com/rockstargames",https://play-lh.googleusercontent.com/XRlCpj22PFJuFK43QcE3u5RxmoNUed7YO_zG-6F1PCqjrBIIURbTBDvTgLVVIk5pNeY,Action,4.240695,"5,000,000+"
The Room,com.FireproofStudios.TheRoom,"Welcome to The Room, a physical puzzler, wrapped in a mystery game, inside a beautifully tactile 3D world.

***************** 

“Excellently produced, clever puzzles and spine-tingling music” – Game Informer 

“More fun than Christmas morning” – The New York Times

“A mysterious puzzler that doesn't fail to intrigue” – The Verge

“The most realistically rendered objects in a mobile title to date.” – IGN

“The Room is the cave of mysteries from everyone's childhood; a perfect encapsulation of the fear and pleasure of discovery.” – Eurogamer

****** 

How are you, old friend? If you’re reading this, then it worked. I only hope you can still forgive me. 

We’ve never seen eye to eye on my research, but you must put such things behind you. You are the only one to whom I can turn. You must come at once, for we are all in great peril. I trust you remember the house? My study is the highest room. 

Press forward with heart. There is no way back now. 

AS. 

****** 
Fireproof Games are very proud to bring you our greatest creation, a mind-bending journey filled with beauty, peril and mystery in equal measure. Be transported into a unique space that blends spellbinding visuals with intriguing problems to solve.

• Unsettlingly realistic graphics: The most natural looking visuals ever seen on a mobile device.
• Spine-tingling single finger controls: touch controls so natural you can play with one digit, to fully navigate this mysteriously beautiful 3D world.
• Fantastical pick-up-and-play design: Easy to start, hard to put down, the secrets of The Room will immerse you before you even know you're playing.
• Compelling layers of mystery: think you know what you're looking at? Think again.",https://play-lh.googleusercontent.com/5nc0gBE_3fxx0nPKjTjF3O-l53tDiNaDGJjCGHqwXvb1Imsno1MDhcpYZYNEgC3vqs0,Puzzle,4.7990375,"1,000,000+"
Getting Over It,com.noodlecake.gettingoverit,"<i>A game I made
For a certain kind of person

To hurt them.</i>

<b>Getting Over It with Bennett Foddy</b> is a punishing climbing game, a homage to Jazzuo's 2002 B-Game classic 'Sexy Hiking'. You move the hammer with the mouse, and that's all there is. With practice, you'll be able to jump, swing, climb and fly. Great mysteries and a wonderful reward await the master hikers who reach the top of the mountain.

To quote Jazzuo himself: <i>""The hiking action is very similar to way you would do it in real life, remember that and you will do well"".</i>

• Climb up an enormous mountain with nothing but a hammer and a pot.
• Listen as I make philosophical observations about the problem at hand.
• Between 2 and ∞ hours of agonizing gameplay, depending. The median time to finish for my playtesters was 5 hours, but the mean was closer to ∞.
• Lose all your progress, over and over.
• Feel new types of frustration you didn't know you were capable of.",https://play-lh.googleusercontent.com/xEDOZ9oZZrHswGxUR3w55e4XL9nF2r9HQpmpBO2iGsX3EbCstxawIpZB-EykrCPl6c0,Simulation,3.491968,"1,000,000+"
Xbox,com.microsoft.xboxone.smartglass,"Easily share game clips and screenshots from your console to favorite gaming & social networks. Friends and parties follow you with voice and text chat, even if they’re on console or PC. Get notifications for new game invites, messages, and more. Plus, now play games from your console straight to your phone over the internet. The free Xbox app is the best way to stay in the game—wherever you like to play.

-Download the new Xbox app and stay connected to friends & games 
-Easily share game clips & screenshots to your favorite social networks 
-Use integrated voice and text chat with friends on console or PC 
-Play games from your console straight to your phone over the internet*
-Get notifications for new game invites, party chat messages and more

*Requires supported phones or tablets (mobile data charges may apply) and supported Bluetooth controller, with supported games. Xbox One or Xbox Series X must be turned on or in Instant-On mode. Learn more at xbox.com/mobile-app. Online console multiplayer (including via Xbox remote play) requires Xbox Game Pass Ultimate or Xbox Live Gold, memberships sold separately. 

XBOX APP AGREEMENT
 
The following terms supplement any software license terms that accompany the Xbox App.
 
Please refer to Microsoft’s EULA for Terms of Service for Microsoft’s gaming applications on Android. By installing the app, you agree to these terms and conditions: https://support.xbox.com/help/subscriptions-billing/manage-subscriptions/microsoft-software-license-terms-mobile-gaming

FEEDBACK. If you give feedback about the Xbox App to Microsoft, you give to Microsoft, without charge, the right to use, share and commercialize your feedback in any way and for any purpose. You also give to third parties, without charge, any patent rights needed for their products, technologies and services to use or interface with any specific parts of a Microsoft software or service that includes the feedback. You will not give feedback that is subject to a license that requires Microsoft to license its software or documentation to third parties because we include your feedback in them. These rights survive this agreement.",https://play-lh.googleusercontent.com/hihXCV-0wxOXB5N7uBREaJeCVK0BDjNEBtKwNAncftZMflpEvasiKXn7vCKxu9qGpvk,Entertainment,4.5228243,"100,000,000+"
Google Play Games,com.google.android.play.games,"Games are more fun with the Google Play Games app. We'll help you find your next favorite game – from action to puzzles. And with ""Instant play,"" many games require no installation. Really. Save your progress and track your achievements as you level up. Plus, you can pick up where you left off from any device.

KEY FEATURES
• <b>Instant play:</b> There’s no installation needed – look for the ""Instant play"" button to instantly play full games.
• <b>Built-in Google games:</b> Play Solitaire, Minesweeper, Snake, PAC-MAN, Cricket, and Whirlybird – even when you’re offline.
• <b>Save your progress:</b> Your progress is automatically saved to the cloud when you see ""Progress saved by Play Games.""
• <b>Gamer profile:</b> Create a custom gamer ID, unlock achievements, earn XP, and level up.
• <b>Gameplay recording:</b> Easily record and share your best gameplay moments.",https://play-lh.googleusercontent.com/wpRQkfqbkPztp1US6HDr8E41We8GyY-B4CG1PMmWI3WKDk9OeYh4ehXwKIfZB7dm-sc,Entertainment,4.2456145,"5,000,000,000+"
Hitman GO,com.squareenixmontreal.hitmango,"5/5 Slide to Play: ""…this is one to check out."" 
4/5 Joystiq: ""Hitman GO is an impressive debut for Square Enix Montreal.” 
4/5 Pocket Gamer - SILVER AWARD: ""Hitman GO is a clever and refreshingly original puzzle game"" 
4/5 Polygon: ""Hitman GO is a great minimalist take on the series' big ideas"" 
5/5 Pocket-lint: ""Hitman GO is a clever and intelligent way of bringing a much-loved franchise to a mobile platform"" 

Hitman GO is a turn-based puzzle game with beautifully rendered diorama-style set pieces. You will strategically navigate fixed spaces on a grid to avoid enemies and take out your target or infiltrate well-guarded locations. You really have to think about each move and all the Hitman tools of the trade you would expect are included; disguises, distractions, sniper rifles and even 47’s iconic Silverballers. 

With Hitman GO, you’ll experience: 

• Challenging puzzles that put your assassination skills to the test 
• Beautiful scale model-style visuals 
• Environments with secret passageways and off-limit areas 
• Agent 47’s tools of the trade: Distractions, disguises, hiding spots, sniper rifles and even the iconic Silverballers 
• Different enemy types with unique and deadly behaviours 
• Different ways of completing each level, silently or forcefully",https://play-lh.googleusercontent.com/Yc5lCFD_Vm694m_2Yk7QT0KVxfXGVyNLoreJOFKy03kBEnTkEsSf2lAxy8TAi745-Q,Puzzle,4.5877075,"1,000,000+"
Monument Valley,com.ustwo.monumentvalley,"In Monument Valley you will manipulate impossible architecture and guide a silent princess through a stunningly beautiful world.

Monument Valley is a surreal exploration through fantastical architecture and impossible geometry. Guide the silent princess Ida through mysterious monuments, uncovering hidden paths, unfolding optical illusions and outsmarting the enigmatic Crow People.

Ida's Dream now available.

Forgotten Shores: Eight new chapters of adventure and illusion available now as a separate purchase.

=======

""One of the very finest hours, and the value of such a thing is incalculable"" - Kotaku

""Brilliant design... stayed with me like a dream I didn't want to forget... 9/10"" - Polygon

""Monument Valley stuns with its serenity... each screen is a work of art"" - Huffington Post

""Almost impossibly gorgeous...  a feast for your senses... 5/5"" - Touch Arcade

=======

BEAUTIFUL

Inspired by minimalist 3D design, optical illusions and palaces and temples from around the world, every monument is a unique, hand-crafted world to explore.

EASY TO USE

Twist and drag to reshape the world and help Ida to explore.  Designed to be easy for everyone to pick up, enjoy and complete.

SOUND

Audio reacts to your manipulation of the world to provide a surreal and beautiful soundscape.  Best experienced with headphones.

CLOUD SAVE

Synchronize your game across all your devices.

TABLET SUPPORT

Monument Valley is optimised for both tablets and phones.",https://play-lh.googleusercontent.com/kkm-E17Pwoy08iOkQc5nFScTH_9ly7cArfgO02OLiTjWy3wpehqltrXWKOsuAfVnUjM,Puzzle,4.765855,"5,000,000+"
The Sun Origin Post Apocalypse,com.agaming.thesun.origin,"Autumn sale: Save 75% on The Sun: Origin!

The Sun: Origin is a post-apocalyptic action-shooter RPG that will challenge you to survive in a harsh and unforgiving world. Explore the wastelands, build your character, and fight for your life against mutants, bandits, and other survivors.

Key Features:

* Explore a vast and dangerous world: The wastelands are full of resources and dangers. Explore every corner of the map to find valuable loot, but be prepared to fight for it.
* Build your character: Choose from a variety of classes and customize your character's skills and abilities. Level up your character and become stronger as you progress through the game.
* Fight for your survival: The wastelands are full of enemies, both human and mutant. Fight for your life against bandits, raiders, and even other survivors.
* Craft your gear: Use the resources you find in the wastelands to craft weapons, armor, and other equipment. Build the best gear you can to survive in this harsh world.

The Sun: Origin is a challenging game, but it is also a rewarding one. If you are up for the challenge, then this game is for you.

Download The Sun: Origin today and experience the post-apocalyptic wasteland for yourself!",https://play-lh.googleusercontent.com/JlJ28h8UI7UFr2nQMWIFOSz-4hjjce9Ju8t44Yp6E78f6lRh0Gs_VdXWDpVZLnts9IU,Action,4.3125,"1,000,000+"
"Papers, Please",com.llc3909.papersplease,"A dystopian document thriller.
The award-winning, critically-acclaimed border inspector game.

______________________________________

The communist state of Arstotzka has just ended a 6-year war with neighboring Kolechia and reclaimed its rightful half of the border town, Grestin. 

Your job as immigration inspector is to control the flow of people entering the Arstotzkan side of Grestin from Kolechia. Among the throngs of immigrants and visitors looking for work are hidden smugglers, spies, and terrorists.

Using only the documents provided by travelers and the Ministry of Admission's primitive inspect, search, and fingerprint systems you must decide who can enter Arstotzka and who will be turned away or arrested.

______________________________________
Warning

This game contains mature themes, non-photographic nudity, and brief moments of pixelated violence.

______________________________________
Awards

◉ Best Game of 2013 - The New Yorker
◉ Best Game of 2013 - Wired Magazine
◉ Top Indie Game 2013 - Forbes Magazine
◉ Best Strategy & Simulation Game 2014 - BAFTA
◉ Grand Prize Winner 2014 - Independent Games Festival
◉ Excellence in Design Winner - IGF 2014
◉ Excellence in Narrative Winner - IGF 2014
◉ GameCity Prize Winner 2014 - GameCity
◉ Cultural Innovation Award 2013 - SXSW
◉ Best PC Game 2014 - LARA Game Awards
◉ Innovation Award - GDCA 2014
◉ Most Innovative 2014 - Games For Change
◉ Best Gameplay 2014 - Games For Change
◉ Best Game of 2013 - Ars Technica
◉ Best Game of 2013 - PC World
◉ Best PC Game of 2013 - Destructoid
◉ Best Story of 2013 - Destructoid
... and more",https://play-lh.googleusercontent.com/8S1QQjpNJjiGTsmQC_lrYF-yhKd_W3dwd61N3XcjqjW9WwWkaOmWxDSz0oWnaZ_Viw,Role Playing,4.71,"100,000+"
