name,package_name,description,icon_url,genre,rating,ratings
Match Factory!,net.peakgames.match,"Dive into the fascinating world of Match Factory, the brand new puzzle game from the creators of Toon Blast & Toy Blast. Once you play, you will come for Match Factory every day!

Connect identical items, sort tiles, and clear the board in this mesmerizing match 3D game. Challenge your puzzle-solving skills as you keep sorting and matching objects until every item is cleared from the screen. It’s not just a puzzle; it’s a test of your wit and strategy.

Relax and Have Fun! Leave your worries behind and enjoy quality relaxation and fun. Immerse yourself in the soothing game atmosphere , enjoy your brain time and increase your zen!

Play Anytime, Anywhere without WI-FI! Enjoy the game online or offline, and never worry about Wi-Fi. Whether you’re on a grand adventure or simply taking a break, Match Factory will always be there to entertain you. In-app purchases do require an active internet connection.

Become the Master of 3D Puzzles! Time is of the essence in this match 3d game! With each level equipped with a timer, you’ll need to think fast and act even faster to triumph!

Boosters to the Rescue! Stuck on a level? Fear not! Match Factory offers a range of powerful boosters to help you overcome tricky situations. Utilize these remarkable tools to advance through the game and unlock exciting items like fruits, candy, cake objects and much more!

Immerse yourself in the world of Match Factory, where thrilling 3D puzzles and hidden objects awaits your keen eye and sharp mind! Download Match Factory now and prove your matching skills to the world! Can you conquer every level and emerge as the ultimate puzzle master?

The Factory Gates Are Open - Start Matching Now!

Match Factory is free to download and includes optional in-game purchases. If you wish to disable in-game purchases, please turn off the in-app purchases in your phone or tablet’s Settings.

You must be at least 13 years of age, or such higher age as required in your country, to play or download Match Factory.",https://play-lh.googleusercontent.com/JdkgreDBCOxt7_0eeiVgbwtQkkdWmlWMO9cwAyj6rfVcAM5Z9l99zbg4eoUac5C0Bw,Puzzle,4.6581197,"1,000,000+"
Top Troops: Adventure RPG,game.socialempiresmerge,"Top Troops is a fantasy RPG game with a unique mix between strategy and merge mechanics. Easy to try, hard to master.

The war is raging and King's Bay has been wiped out by the King's evil brother!

Build your army, merge your troops, rank them up, and lead them into epic battles on all kinds of game modes: Adventure, PvP Arena, the Chambers of Destiny, Ancient Battles with your Clan,... Your order, your command!

Customize your troops using units of different roles and factions to defeat the Dark Army. Each position on the field can have a big impact on whether you win or you lose, so bring all of your best units but also your brain to the battle!

Lead the craziest army ever, including Wizards, Samurais, Dragons, and even a Vampire Queen! These and other unique troops are waiting for their new Commander.

Classic features:
- QUICK, FUN & EPIC BATTLES: Deploy the right combination of units onto the battlefield and see them use their unique skills in idle battles!
- FORGE ALLIANCES IN CLANS and cooperate to defeat the Ancients!
- COMPETE against the best players in the PvP Arena and rise to the top of the Leaderboard in Diamond League
- MERGE & RANK UP your troops to knock down stronger enemies
- EXPAND & MANAGE YOUR KINGDOM. Reconquer the land that was lost to the King's evil brother
- CHOOSE YOUR STRATEGY: Combine units of different Factions and battle roles to maximize your chances of success!
- RECRUIT THE BEST OF THE BEST. There are +50 Squads, each with their own unique skill set! 
- GAME MODES GALORE: Discover the Magic Island, earn rewards in the Adventure, face other players in the Arena, complete Quests, and learn the secrets of the Chambers of Destiny
- KEEP COMING BACK for new units and time-limited events

Commander, are you ready to face the challenge and lead the King's Top Troops to victory? Help the factions of King's Bay to earn back the land they lost!

Top Troops is is FREE to download and includes optional in-game purchases (including random items). Information about drop rates for random item purchases can be found in-game. If you wish to disable in-game purchases, please turn off the in-app purchases in your phone or tablet's Settings.

Enjoying Top Troops? Drop us a review. :)",https://play-lh.googleusercontent.com/jHoADuKf2liLnFb8a7nb9mKXJzIQlVA7DPY1XlQva9Ucb4QKevbyrYgSMOGxxkWVPVbd,Strategy,4.4855685,"1,000,000+"
Hungry Shark Evolution,com.fgol.HungrySharkEvolution,"The Official game for <b>Shark Week</b> - Welcome to <b>Hungry Shark Evolution</b>, a shark survival game with lots of action in the ocean, and even more fish! Are you ready to become a predator in this <b>free offline mobile game?</b> Explore the underwater world of sharks and evolve! 🦈🦈🦈🦈

Take control of a very <b>Hungry Shark</b> with mighty jaws and survive as long as possible by eating everything and everyone in your way! Dive into an underwater world where you'll meet the shark that was merged with a T-Rex. Explore a <b>huge environment</b> and <b>evolve sharks</b> like the Great White and Megalodon! <b>Feed and attack</b> with your sea monster!

<b>Become an eater!</b> How does it work? Evolve until you're the <b>greatest predator in the ocean</b>. It’s all about feeding your shark: Eat all kinds of fish, whales, birds and more, in one of the sharkiest <b>offline games</b> available for free! Benefit from evolution, starting with the dinosaurs, and be known as the feeding frenzy man-eater in this shark simulator game!

A <b>baby shark</b> will help you survive! Evolve to unleash all of its powers and merge different types of sharks together! Game on! An <b>open world</b> full of fish is less lonely with a buddy by your side. And don’t forget to eat! By the way, you can also <b>play offline</b>.

Playing mobile games is a lot of fun, but being a shark is a hard job. <b>It’s all about survival</b>. You’re a predator, but you’ll need a boost from evolution to help you dive to the bottom of the ocean. Be careful! You might be a man-eater, but it’s not all fish down there: The meg might be hanging around.

Your travels can make you hungry, but you’ll find enough people in the sinking ships to evolve. You’re a <b>man-eater</b>! Bite - don’t be idle. Who knows what you’ll find in the sea! An evolution boost? New baby sharks? A water dragon? A fishing island? Explore the underwater animals, concentrate on feeding your shark, and enjoy the beauty of non-Wi-Fi games! Take a bite of this shark game and join the evolution legends.

<b>Do you like free offline games, games without Wi-Fi, and shark attack?</b> Navigate the waters diving with the hungry shark. It doesn’t matter if you’re offline while playing. Play without Wi-Fi in this shark simulator game!

In this shark evolution simulator adventure:
• More than a dozen unique fish, sharks, baby sharks, and other creatures to evolve.
• Discover and devour wild animals from the deep with your shark.
• Recruit Baby Sharks and grow them to boost your predatory powers.
• Equip yourself with awesome accessories like Lasers, Jetpacks, and Top Hats!
• The open world offers you tons of bonus objects: online or offline!
• Feed your sharks in this simulator game without Wi-Fi.
• Activate Gold Rush to survive longer and score more points.
• The open world offers you regular in-game events: Feed your hunger and win limited prizes!
• Attack and eat with intuitive touch or tilt controls.
• Play offline wherever you are – <b>no Wi-Fi connection needed!</b> 
• Become an angry man-eater and evolve to unleash your power.

Many adventures are waiting for you: survival in the ocean, exploring the underwater world, fishing, and much more. This is an offline game: Play without needing to be connected to the Internet!

This game contains In-App Purchases that allow you to buy Gem and Coin currency that can be spent on upgrades. You can also earn Gem and Coin currency in the game without requiring a purchase or by watching video ads from the Treasure screen. The ad is disabled if you make a purchase and it is playable without Wi-Fi. <b>It’s also an offline game.</b>

Like on Facebook: https://hungryshark.co/FacebookPage
Follow on Twitter: @Hungry_Shark
Subscribe on YouTube: https://hungryshark.co/HungryYouTube
Join us on Instagram: @hungryshark
Need support? Have some feedback for us? Contact us here: https://ubisoft-mobile.helpshift.com/",https://play-lh.googleusercontent.com/6Ij3BrGOfLbkwxdB_SSX8gEvOx68QQC9IPzhmZLddxbklr1yzblPj8MYEf2XUR7n9A,Arcade,4.46923,"500,000,000+"
Hill Climb Racing 2,com.fingersoft.hcr2,"Embark on the ultimate driving adventure with Hill Climb Racing 2 - an arcade racing game that takes the thrill, challenge, and excitement of the original to a whole new level! Set off on a journey of epic proportions as you conquer treacherous terrains, perform jaw-dropping stunts, and race against friends and players from around the world. With its exhilarating gameplay, stunning visuals, and a wide range of customizable vehicles, Hill Climb Racing 2 is the ultimate driving experience you've been waiting for. Welcome to Climb Canyon! 

● Track Editor
The brand new track editor feature is now here and open to everyone! Design and create your own tracks to share with friends or to players around the world! Get out there and create, climb, and conquer those hills!

● Dynamic Vehicles and Upgrades 
Choose from a variety of vehicles, each with its own unique abilities and characteristics. Upgrade your ride to improve its performance on the toughest tracks. From supercars to monster trucks to bikes, the options are endless!

● Multiplayer Mayhem 
Take on players from all over the world in exciting multiplayer races! Compete in races against opponents, and show off your driving skills as you race towards victory. The multiplayer cups mode adds a whole new layer of competition and excitement.

● Updated Adventure Mode
Explore a diverse range of breathtaking landscapes, from challenging hillsides to sprawling cities. Each environment presents its own set of obstacles and opportunities for stunts. Can you master them all?

● Epic Stunts and Challenges 
Perform daring flips, gravity-defying jumps, and outrageous stunts to earn bonus points and rewards. Conquer unique challenges to unlock new stages and vehicles. The more audacious your stunts, the bigger the rewards!

● Customization and Personalization 
Customize your vehicles with a variety of skins, paint jobs, and decals to create a truly unique look. Upgrade and tune your vehicles to suit your playstyle and dominate the tracks. Show off your style to the world!

● Competitive Team Races and Weekly Events
Climb the ranks and prove your driving prowess in competitive team leagues and challenging weekly events . Compete against players of similar skill levels and earn rewards as you rise through the ranks. Will you reach the top and become a driving legend?

Hill Climb Racing 2 is more than just a game – it's an adrenaline-pumping, action-packed driving experience that will keep you playing for hours on end. With its intuitive controls, stunning 2d graphics, and a wide variety of vehicles and tracks to explore, this game offers endless excitement and challenges. Whether you're a casual gamer or a seasoned racing enthusiast, Hill Climb Racing 2 is the perfect game to test your driving skills and have a blast while doing it. Jump behind the wheel and get ready to conquer the hills, perform jaw-dropping stunts, and become the ultimate driving champion!

Remember that we're always reading your feedback and are hard at work creating new original content for our racing games: new cars, bikes, cups, levels and features. If you find a bug or have a crash let us know so we can fix it. We really appreciate it if you'd report what you like or dislike and any issues you may have with our racing games to support@fingersoft.com

Follow Us:
* Facebook: https://www.facebook.com/Fingersoft
* X: https://twitter.com/HCR_Official_
* Website: https://www.fingersoft.com
* Instagram: https://www.instagram.com/hillclimbracing_official
* Discord: https://discord.gg/hillclimbracing 
* TikTok  https://www.tiktok.com/@hillclimbracing_game

Terms of Use: https://fingersoft.com/eula-web/
Privacy Policy: https://fingersoft.com/privacy-policy/

Hill Climb Racing™️ is a registered trademark of Fingersoft Ltd. All rights reserved.",https://play-lh.googleusercontent.com/2fdEgYhRnpPRTSJLcJ7CpZ9-dFcfbNrP-BYVzzUoCwXyVBMRMVtBUrce0k_l-dV62ps,Racing,4.4906087,"100,000,000+"
Toy Blast,net.peakgames.amy,"<b>Welcome to Toy Blast, the funniest puzzle game ever! </b>

Jump into the Toy world and help Amy through her adventurous journey. Blast the cubes and combine powerful boosters to beat the challenging levels. Join tournaments and events to compete with players all around the world!

Everything you dreamed of is at your fingertips, with the most exciting puzzles you will ever see!

Once you play the colorful puzzles of Toy Blast, you will never look for anything else!

<b>TOY BLAST FEATURES:</b>

● Unique and exciting match-3 levels: fun boards featuring boosters and combos!
● Hilarious episodes: discover all the adventures with Amy and her fantastic friends!
● Fun events every day: Cube Party, Star Tournament, Team Adventure, Crown Rush, Rotor Party and Team Race!
● Complete the daily challenges of Hoop Shot and win magnificent rewards!
● Create your team and join the tournaments to get boosters and unlimited lives!
● Compete with the best players in Legends Arena to get the grand prize!",https://play-lh.googleusercontent.com/uzIGk-ZqUpbSdTErg6fr4wagWHmj_ul9Bw7ZtNqZvOqnM6xgdXnqsl8GKg2u9U0Y,Puzzle,4.6506557,"50,000,000+"
Clash of Clans,com.supercell.clashofclans,"Join millions of players worldwide as you build your village, raise a clan, and compete in epic Clan Wars!

Mustachioed Barbarians, fire wielding Wizards, and other unique troops are waiting for you! Enter the world of Clash!

Classic Features:
● Join a Clan of fellow players or start your own and invite friends.
● Fight in Clan Wars as a team against millions of active players across the globe.
● Test your skills in the competitive Clan War Leagues and prove you’re the best.
● Forge alliances, work together with your Clan in Clan Games to earn valuable Magic items.
● Plan your unique battle strategy with countless combinations of Spells, Troops, and Heroes!
● Compete with the best players from around the world and rise to the top of the Leaderboard in Legend League.
● Collect resources and steal loot from other players to upgrade your own Village and turn it into a stronghold. 
● Defend against enemy attacks with a multitude of Towers, Cannons, Bombs, Traps, Mortars, and Walls.
● Unlock epic Heroes like the Barbarian King, Archer Queen, Grand Warden, Royal Champion, and Battle Machine. 
● Research upgrades in your Laboratory to make your Troops, Spells, and Siege Machines even more powerful.
● Create your own custom PVP experiences through Friendly Challenges, Friendly Wars, and special live events.
● Watch Clanmates attack and defend in real-time as a spectator or check out the video replays.
● Fight against the Goblin King in a single player campaign mode through the realm.
● Learn new tactics and experiment with your army and Clan Castle troops in Practice Mode.
● Journey to the Builder Base and discover new buildings and characters in a mysterious world.
● Turn your Builder Base into an unbeatable fortress and defeat rival players in Versus Battles. 
● Collect exclusive Hero Skins and Sceneries to customize your Village.

What are you waiting for, Chief? Join the action today.

PLEASE NOTE! Clash of Clans is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash of Clans.

A network connection is also required.

If you have fun playing Clash of Clans, you may also enjoy other Supercell games like Clash Royale, Brawl Stars, Boom Beach, and Hay Day. Make sure to check those out!

Support: Chief, are you having problems? Visit https://help.supercellsupport.com/clash-of-clans/en/index.html or http://supr.cl/ClashForum or contact us in game by going to Settings > Help and Support.

Privacy Policy: http://www.supercell.net/privacy-policy/

Terms of Service: http://www.supercell.net/terms-of-service/

Parent’s Guide: http://www.supercell.net/parents",https://play-lh.googleusercontent.com/LByrur1mTmPeNr0ljI-uAUcct1rzmTve5Esau1SwoAzjBXQUby6uHIfHbF9TAT51mgHm,Strategy,4.5308237,"500,000,000+"
8 Ball Pool,com.miniclip.eightballpool,"Do you want to play in the world of pool games? 8 Ball Pool is an addictive challenging game based on real 3D pool games, where you will challenge your friends online. Become a master of the pool!

The balls game is easy to win. You just have to select the table and get ready. Join us and challenge your friends to this ball game in PvP mode. Use your pool strategy with the cue wisely in this online multiplayer ball game as every round will be more difficult after each level. You can play in multiplayer or PvP mode in different pool tables. Become the best player and challenge your friends in this pool game.

You can play pool in multiplayer or PvP mode using different balls and table types. 8 Ball Pool is designed to help your intelligence. You will improve the aim when shooting balls with the cue. 

CHALLENGE YOUR FRIENDS
Playing pool in multiplayer tournaments with friends is easy: Sign in for free with your Miniclip or Facebook account and you’ll be able to challenge your friends straight from this multiplayer 8 ball game. Challenge friends to a PvP pool match on the go. Aim and shoot your best balls with a customized cue in our online 3D PvP tournament!

PLAY FOR COINS AND WIN EXCLUSIVE ITEMS
Customize your cue and pool table! In every competitive PvP match you play in our league, there’ll be Coins at stake – win the match and the Coins are yours. You can also buy new items in the Pool Shop. Compete in our 3D multiplayer league and become a master of 8 balls in 3D!
The 8 Ball level system means you’re always facing challenging players in the 8 ball league. Play multiplayer 8 Ball Pool to increase your ranking in our pool league and get access to more exclusive 8 Ball Pool match locations, where you play and compete against the best online pool players. 8 Ball Pool has different match levels: It doesn't matter if you're an amateur or a pro player, take your chance in our PvP competitions with your friends and other players and win the pool challenge: Aim with the cue and prove your skills in this free 8 ball online tournament.

*This 8 Ball Pool game requires internet connection.

This game includes optional in-game purchases (includes random items).

Play on the Web at miniclip.com/pool
TERMS AND CONDITIONS: http://www.miniclip.com/terms-and-conditions
PRIVACY POLICY: http://www.miniclip.com/privacy
------------------------------------
Miniclip: http://www.miniclip.com
Like 8 Ball Pool: http://on.fb.me/Wx4f23
Facebook: http://facebook.com/miniclip
Twitter: http://twitter.com/miniclip",https://play-lh.googleusercontent.com/bPz1guJ6FHF3oIOEy3KqwpaDDKO-hLRaZoyzmM8bLFLN8fWm6L0_EuUnkwv9iqPo3Ag,Sports,4.542642,"1,000,000,000+"
"Discord: Talk, Chat & Hang Out",com.discord,"Discord is where you can make a home for your communities and friends. Where you can stay close and have fun over text, voice, and video chat. Whether you’re part of a school club, a gaming group, a worldwide art community, or just a handful of friends who want to spend time together, Discord makes it easy to talk every day, and hang out more often.

CREATE AN INVITE-ONLY PLACE
•  Discord servers are organized into topic-based channels where you can collaborate, share, have meetings, or just talk to friends about your day without clogging up a group chat.
•  Send a message directly to a friend or call them up with our voice chat feature
•  Voice channels make hanging out easy. Got a free moment? Grab a seat in a voice channel so friends can see you’re around and pop in to talk without having to call. You can even watch videos together!
•  Reliable tech for staying close with friends. Low-latency voice and video chat feels like you’re meeting in the same room.
•  Easily talk with friends while gaming and steam roll the competition.
•  Be a meme messenger with easy image sharing
 
STAY CLOSE WITH TEXT, VIDEO, AND VOICE CHAT
•  Wave hello over video, watch friends stream their games, share stories over voice calls, or gather up and have a drawing session with screen share.
•  Snap a photo and turn it into your own custom emojis and share them with friends.
•  Share anything from funny videos and stories to your latest group photos, and pin your favorites to remember those moments later.
•  Hang out in group channels or talk privately with direct messages
•  Zoom through convos with friends using topic-specific channels!
 
FOR A FEW OR A FANDOM
•  Custom moderation tools and permission levels can group up your friends or teams, organize meetings for your local book club, or bring together music fans from around the world.
•  Create moderators, give special members access to private channels, and much more.",https://play-lh.googleusercontent.com/0oO5sAneb9lJP6l8c6DH4aj6f85qNpplQVHmPmbbBxAukDnlO7DarDW0b-kEIHa8SQ,Communication,3.10476,"100,000,000+"
Family Island™ — Farming game,com.MelsoftGames.FamilyIslandFarm,"Immerse yourself in an unforgettable world of adventure with a modern Stone Age family!

Imagine what your life would be without modern technology, what would you do? Perhaps you would explore territories, build houses or even entire villages; farm, harvest, or maybe you would conquer new lands.

You have an opportunity to be on a desert island together with the heroes of the Family Island game and try yourself in different roles: farmer, cook, explorer, trader and many others. 

Interested? Here are some more features of our game:
★ <b>Explore</b>  wild territories, solve puzzles, find hidden objects and  set on a thrilling adventure to new islands.
★ <b>Build</b> and improve your little city in the middle of the ocean.
★ <b>Start your own family farm!</b> Harvest, grow crops and craft useful goods to trade with other characters.
★ <b>Cook</b> healthy and tasty food from the ingredients that you can find on the island.
★ <b>Customize</b> your village with beautiful decorations! Choose flowers and plants that match the unusual landscapes of your village.
★ <b>Meet</b> unusual animals: island hamsters, wild goats and even a dinosaur are waiting for you!
★ <b>Help</b> a family survive on a desert island. 

And that is not all! Family Island is a farm game full of unexpected twists and captivating adventure!

Follow Family Island on Facebook and Instagram for exclusive offers and bonuses!
Facebook: facebook.com/familyislandgame/
Instagram: instagram.com/familyislandgame/

Terms of Service: https://static.moonactive.net/legal/terms.html?lang=en
Privacy Notice: https://static.moonactive.net/legal/privacy.html?lang=en

Questions about the game? Our support is ready and waiting at:  https://melsoft-games.helpshift.com/hc/en/11-family-island/",https://play-lh.googleusercontent.com/ur8yumIOT3tkzY-LtP7J-Kwhrq2txcCQxvuNsPNLNDUqBJz1Q354HReLDzx6_RKXqII,Casual,4.579453,"50,000,000+"
Rise of Castles: Ice and Fire,com.im30.ROE.gp,"<b>One World, One Server</b>

Real Time Nation vs. Nation medieval strategy war game. Join now! Train your troops and go to war!

<i>Rise of Castles</i> is a Massive Multi-Player, Real-Time strategy war game. The player will take on the role of a leader in a small town devastated by the invasion of the Eastern Dynasty and the mysterious appearance of the legendary Death Harbingers who now has corrupted and have full control of the ancient powers of the dragons. Build your castle once again from the ruins, train your troops, tame dragons, recruit legendary heroes and join your allies in the non-ending war. To befriend or to plunder, the choice is yours!

<b>Unique Features</b>

<b>-World Wide War</b>
Real-time combat against players across the world, lead your country to greatness

<b>-Strategic Gameplay</b>
One set of units just simply cannot dominate, Footmen, Cavalries and Archers, You have to know your enemy and yourself to walk the battlefield of this world.

<b>-Powerful Dragons</b>
Powerful dragons each with different unique shouts are at your disposal, crush your enemies with their help!

<b>-Hero System</b>
Whether you like to engage your enemies at a distance, take them on at close quarters, or you enjoy developing your base at home, there are TONS of heroes that can help you with just that!

<b>-Alliance Warfare</b>
Whether it’s going against different servers, or fighting for the title of the president at home, your alliance will always be backing you up, as long as you find the right people of course.

<b>-Realistic Graphics</b>
The Map, The World, Your City, The Units, The Heroes, Everything just seems, REAL

<b>-Build Your Castle</b>
Absolute Freedom in City Building, upgrade your facilities, research your technologies, train your troops and recruit powerful heroes to strengthen your castle!

NOTE: Rise of Castles is free to download and free to play, but does offer in-app purchases of items and other gifts. In-app purchases can be disabled through your device’s settings.",https://play-lh.googleusercontent.com/32CRjwl_Awbx2OD8_I7-Ew-BVMj_AB-M9YigKvX78Q480mVW9YEhc3GZ5GFU_v9JYg,Strategy,4.5507646,"10,000,000+"
Pocket Champs: 3D Racing Games,com.pocketchamps.game,"Are you ready for an action-packed multiplayer idle racing game? Train your Champ, improve its stats, get him the best gadget and win the race! 

<b>Pocket Champs is a fun multiplayer idle game </b>. Focus your training time on running, flying, or climbing and develop the best strategy before the race. Compete globally against other Champs: who will win the crown?

<b>Running shoes, fins, or pick?</b> Choose the best gadget to give you an edge during the race! Open new chests every day and unlock some legendary gadgets like the Eagle or the Cheetah!

<b> Participate to time-limited events </b> in crazy races against hundreds of opponents! 

As you battle and clash for first place, your Champ will have to run, climb and swim to overtake the pack for victory. But be careful, not every race goes as planned as danger waits to throw you off course!  

🏃‍♀️ Highly competitive races against others.
👟 Raise and upgrade your special champion.
⚡ Unlock legendary gadgets
⭐️ Earn unique rewards and more!
🎉  Release your Champ and watch them race!

Do you have what it takes to win and become the Pocket Champ?

Having issues? Contact us at support_champ@madboxgames.io
FAQ link : https://madbox.helpshift.com/hc/en/",https://play-lh.googleusercontent.com/7e2ZClOmIGbQfKlMNaiJZ6J6O8Xm-W9YnMGWSzP1Q728VjLx6_VBL6vfNC7vWHZvYtpt,Arcade,4.4728765,"10,000,000+"
RAID: Shadow Legends,com.plarium.raidlegends,"Summon over 800 legendary heroes from 15 factions to battle bosses like fearsome dragons and colossal demons. Explore dungeons, enjoy turn-based multiplayer action, and master tactics to free Teleria in this epic role-playing game!

Tactical battles await in this turn-based dark fantasy role-playing game, where you can summon hundreds of Champions from 15 playable factions.

Fight the forces of the dark lord Siroth with your legendary band of immortal warriors. Train them for battle, craft the perfect strategy, and assemble the greatest raiding party ever seen.

Epic clashes await in online modes like the multiplayer Arena, where you can put your team of Champions against others in strategic RPG battles. Experiment with over 1+ million possible Champion builds, craft the ultimate team and their battle tactics, and be the best!

With over 5 years of free content updates and a community that grows bigger every day, join millions of players in the war to liberate Teleria from Siroth and his legions. Become a hero of legend!

| Enjoy deep RPG features |

Collect powerful Champions
Summon 800+ warriors from 15 factions in this tactical role-playing game. Call upon orcs, knights, elves, and more dark fantasy creatures to defeat any threat that stands in your way.

Strategic turn-based RPG gameplay
Equip your Champions with amazing artifacts to aid them in battle. Rank them up to unleash devastating skills, AOE attacks, magic powers and more as you lead them in combat.

Fight epic boss battles
Do you dare take on the Magma Dragon, the Fire Knight, or the Ice Golem? Vanquish challenging bosses in dangerous dungeons for loot, XP, and special Champion drops. Then, in classic turn-based RPG style, fight them again for more powerful gear!

Feel the visceral 3D artwork
Beautiful, fully-rendered 3D heroes offer stunning detail down to the cracks in their armor. Marvel at a vivid fantasy world with thousands of unique skill and attack animations.

Join forces with your Clan
Team up with fellow players and take on challenges like the fearsome Demon Lord with Clans! Battle other Clans in special tournaments and show them that they’re out of your league.

Face the multiplayer PvP Arena
Go head-to-head with other players in fierce turn-based combat to unlock special gear. Rise through the ranks and become an Arena legend.

Develop and manage your Bastion
Upgrade your own personal fortress to manage your Shards and ready your Champions for dungeon runs, multiplayer arena combat, and the story campaign.

Clear our massive PvE Campaign map
Experience epic dark fantasy done right through 12 spectacular RPG locations spread over a sprawling, fully-voiced story campaign. Heed your heroic duty and conquer the forces of Darkness.

Dive into a deep fantasy world
Learn about Teleria’s heroes and villains with our growing collection of Champion bios. Then, check out our animated limited series, RAID: Call of the Arbiter, on YouTube!

Please note:
Items are available for purchase in this fantasy MMO role-playing game. Some paid items may not be refundable depending on the type of item.

RAID Official Website: https://plarium.com/
RAID Support: raid.support@plarium.com
Our RPG Community: https://plarium.com/forum/en/raid-shadow-legends/
Privacy Policy: https://plarium.com/en/legal/privacy-and-cookie-policy/
Terms of Use: https://plarium.com/en/legal/terms-of-use/
CCPA Employee and Applicant Notice: https://plarium.com/en/legal/ccpa/",https://play-lh.googleusercontent.com/Yzrkuzt3KcT-oQaJxLBPTzTg5sg5icfj9yybTaOGAq9n4_M3HZ8I98aEknub2DC_2Hk,Role Playing,4.5261292,"50,000,000+"
Subway Surfers,com.kiloo.subwaysurf,"DASH as fast as you can! 
DODGE the oncoming trains! 

Help Jake, Tricky & Fresh escape from the grumpy Inspector and his dog. 

★ Grind trains with your cool crew! 
★ Colorful and vivid HD graphics! 
★ Hoverboard Surfing! 
★ Paint powered jetpack! 
★ Lightning fast swipe acrobatics! 
★ Challenge and help your friends! 

Join the most daring chase! 

A Universal App with HD optimized graphics.

Originally co-developed by SYBO and Kiloo.",https://play-lh.googleusercontent.com/ykHUp1lJfS8xJ9SKi8xGqW2h7D0dCGK_0_77Z35yVoeRKpZn1RdLQJOP5cOHf20vvIU6,Arcade,4.580597,"1,000,000,000+"
Dragon City: Mobile Adventure,es.socialpoint.DragonCity,"Ready to master one of your favorite dragon games? Download Dragon City Mobile to fight and feed adorable fire-breathing dragons in this epic PvP adventure!

Build floating islands in Dragon City Mobile, fill it with farms, habitats, buildings…and tons of dragons! Train them up, feed and evolve them into beasts of legends, and become the top Dragon Master in PvP battles full of adventure!

- Complete the Dragon City Mobile Book of Dragons! Combine dragons of Flame, Nature, Legend, and other elements, to breed unique hybrids of 1500+ awesome dragons for you to fight and feed!
- New dragon legends join the game every week in events, PvP battles, and special adventure islands.
- Decorate your dragons with cool Skins from special events and mini dragon games.
- Adventure through Quests and fight other Dragon Masters in the Dragon City Mobile’s PvP Arenas to collect one-of-a-kind dragons, claim Warrior's Chests, and climb the leaderboards!
- Summon dragons to your City with the Tree Of Life and try their skills.
- Collect Orbs to empower your dragons: See their strength in PvP battles grow!
- Unlock advanced features of Dragon City Mobile, like the Ancient World, and build the Guardian Dragon Towers to discover Dragonverse legends.
- Build and join Alliances to fight other Dragon Masters, chat with them during your adventure, trade Orbs of dragons in the Trading Hub, share Alliance Gifts, and open Alliance Chests.

Find over 80 million Dragon Masters and 1500+ dragons in Dragon City Mobile. Start your adventure, join one of the best dragon games and build your City today!

If you already love our game… Drop us a nice review!

Dragon City Mobile is FREE to download and includes optional in-game purchases (including random items). Information about drop rates for random item purchases can be found in-game. If you wish to disable in-game purchases, please turn off the in-app purchases in your phone or tablet’s Settings.

And from the creators of Dragon City Mobile: check out Monster Legends!

Do Not Sell My Personal Information: https://www.take2games.com/ccpa/",https://play-lh.googleusercontent.com/pU5tN411c4W96hER_P4S0UA0v_kb5ocR7mPWfquVp3kW-SXXf6Otf-Ik4am1lF5yXA,Simulation,4.659945,"100,000,000+"
